Make,Model,Year,Mileage,Engine_Size_L,Horsepower,Weight_lbs,Fuel_Type,Transmission,Price,Doors,Cylinders
Ford,Civic,2023,76896,2.5,215,2691,Diesel,Automatic,67389,4,4
Mercedes,A4,2007,47435,3.0,264,2805,Hybrid,Automatic,141015,4,6
Chevrolet,Camry,2023,32152,1.5,145,2062,Gasoline,Automatic,57443,4,4
Audi,Camry,2009,54321,1.5,72,2251,Gasoline,Automatic,43862,4,6
Nissan,Golf,2008,58959,4.0,322,4153,Diesel,Automatic,77274,4,4
Nissan,3 Series,2015,101973,4.0,291,2551,Electric,Automatic,108382,4,6
Audi,Tucson,2012,117919,2.0,163,5594,Gasoline,Manual,50206,4,4
Honda,C-Class,2016,70943,5.0,416,2270,Diesel,Automatic,116783,2,4
Volkswagen,3 Series,2019,33011,5.0,362,3445,Diesel,Automatic,135898,4,4
Ford,Golf,2009,44831,6.0,478,2978,Diesel,Automatic,115242,4,8
Toyota,F-150,2002,17232,3.0,291,4418,Gasoline,Automatic,71268,4,4
Hyundai,3 Series,2003,64066,1.0,50,1981,Gasoline,Automatic,15040,4,4
Chevrolet,A4,2016,107377,3.0,209,3884,Gasoline,Automatic,53774,4,6
Audi,Altima,2004,88137,1.5,98,2942,Hybrid,CVT,41877,4,4
Chevrolet,Silverado,2020,119224,2.0,153,3523,Gasoline,Automatic,46570,4,6
Chevrolet,F-150,2008,96990,2.0,162,2858,Gasoline,Automatic,30835,4,4
Audi,C-Class,2016,81349,1.0,68,1800,Gasoline,Automatic,38666,4,4
Nissan,C-Class,2004,97603,1.0,74,3266,Diesel,Automatic,14685,4,4
Volkswagen,A4,2017,0,2.0,131,3472,Gasoline,Automatic,65735,4,6
Toyota,3 Series,2020,61474,3.0,223,3806,Gasoline,Automatic,73580,4,8
Ford,F-150,2014,19508,5.0,426,2817,Gasoline,Automatic,115245,4,4
Audi,A4,2013,93610,6.0,452,4632,Electric,Automatic,150000,4,4
Mercedes,Camry,2015,9152,3.0,280,2772,Hybrid,Automatic,150000,4,8
Nissan,Camry,2011,45331,2.5,208,3443,Diesel,Automatic,58147,4,8
Hyundai,Tucson,2004,111464,6.0,475,3332,Diesel,Automatic,95849,4,4
Chevrolet,Camry,2013,97489,5.0,434,3941,Gasoline,Manual,91515,4,4
Toyota,3 Series,2017,68129,4.0,305,1800,Diesel,Automatic,99697,4,4
Toyota,Altima,2005,0,1.5,79,2251,Gasoline,Manual,42791,2,4
Volkswagen,C-Class,2002,73303,4.0,309,2915,Gasoline,Automatic,74364,4,4
Hyundai,Silverado,2016,50672,3.0,208,3092,Gasoline,Manual,60650,4,4
Nissan,Altima,2008,61599,5.0,381,3046,Gasoline,Automatic,87061,4,8
Honda,Silverado,2024,132580,3.0,264,3789,Gasoline,Automatic,79162,4,4
Mercedes,Golf,2022,35496,1.0,101,1800,Gasoline,Manual,89009,4,6
Volkswagen,Camry,2019,101207,1.0,80,2955,Hybrid,CVT,31267,4,8
Nissan,Altima,2022,167294,4.0,287,3004,Gasoline,Automatic,72115,4,6
Nissan,A4,2024,96042,6.0,440,2913,Gasoline,CVT,115631,2,4
Chevrolet,Golf,2005,175939,4.0,303,2845,Gasoline,Automatic,54788,4,4
BMW,3 Series,2001,174064,5.0,399,1938,Gasoline,CVT,122122,4,4
Honda,F-150,2016,180184,5.0,396,3033,Diesel,Manual,95619,4,4
Volkswagen,Altima,2006,72927,1.0,89,2343,Gasoline,Automatic,31590,4,4
Hyundai,3 Series,2011,135541,5.0,428,3607,Gasoline,Automatic,79730,4,4
Honda,Altima,2015,105446,3.0,237,3077,Diesel,Automatic,70637,4,4
Hyundai,C-Class,2006,69354,2.0,132,3100,Gasoline,Automatic,30875,4,4
Hyundai,C-Class,2010,108918,2.0,181,2751,Gasoline,Automatic,42702,4,4
Mercedes,Golf,2000,48446,1.0,72,2795,Diesel,Manual,29409,4,8
Hyundai,Silverado,2020,129086,3.0,214,2885,Gasoline,Manual,59388,4,4
Toyota,Tucson,2002,64299,2.0,167,3999,Gasoline,Automatic,38469,4,8
Nissan,A4,2002,49448,5.0,443,2318,Hybrid,Automatic,108715,4,6
Toyota,Camry,2016,77988,1.0,132,1925,Gasoline,CVT,45109,4,8
Audi,A4,2002,20968,5.0,405,3244,Gasoline,Automatic,138625,4,8
Nissan,F-150,2018,95371,6.0,500,3597,Gasoline,Automatic,111134,4,6
Honda,C-Class,2002,56801,2.0,192,3487,Diesel,Automatic,49091,4,6
Honda,Tucson,2022,111040,1.5,182,2995,Hybrid,Automatic,56654,4,4
Hyundai,Camry,2023,1546,5.0,373,3112,Electric,Automatic,150000,4,4
Honda,Tucson,2004,61092,5.0,408,4249,Hybrid,Manual,106870,4,4
Mercedes,Camry,2004,74351,2.5,147,2395,Gasoline,Automatic,78804,2,4
Mercedes,Tucson,2001,136584,4.0,372,2651,Diesel,Automatic,127106,4,4
BMW,Altima,2010,92987,4.0,344,5030,Gasoline,Manual,129865,4,4
Chevrolet,Tucson,2004,89117,3.0,268,2542,Gasoline,Automatic,52052,4,6
BMW,3 Series,2023,58940,1.5,112,2458,Diesel,Automatic,93299,2,4
BMW,Tucson,2004,115244,5.0,420,3508,Diesel,Automatic,143602,4,6
Ford,Civic,2013,40650,6.0,503,3322,Gasoline,Automatic,118017,4,4
Mercedes,Civic,2018,132516,1.0,121,1939,Diesel,Manual,64288,4,8
Ford,Tucson,2011,109017,1.0,50,2912,Diesel,Automatic,14498,4,6
Nissan,F-150,2016,26072,3.0,295,2075,Diesel,Automatic,89334,4,4
Ford,A4,2007,64652,2.0,165,2297,Gasoline,Automatic,45144,4,6
BMW,C-Class,2013,87599,4.0,345,2530,Gasoline,Automatic,142246,4,4
Mercedes,3 Series,2012,51190,3.0,251,4325,Gasoline,Automatic,125625,4,4
Chevrolet,Silverado,2024,94501,5.0,361,3272,Gasoline,Automatic,94843,4,4
Nissan,Civic,2014,44258,1.5,138,2156,Gasoline,Manual,47415,4,4
Mercedes,Civic,2008,74694,1.5,108,2821,Gasoline,Manual,49708,4,4
Volkswagen,Tucson,2010,89960,1.5,96,2306,Electric,Automatic,56976,4,6
Audi,Altima,2022,59179,2.0,173,1800,Gasoline,Automatic,93169,2,4
Hyundai,Altima,2016,114093,3.0,223,3834,Diesel,Automatic,63874,4,4
Hyundai,3 Series,2002,5695,2.0,139,2653,Gasoline,CVT,34123,4,4
Ford,C-Class,2017,102994,2.5,137,3102,Gasoline,Automatic,48709,4,4
Toyota,Tucson,2024,92961,6.0,532,1800,Gasoline,Automatic,145534,4,6
Volkswagen,Golf,2008,63970,1.0,67,2823,Hybrid,Automatic,40646,4,4
Honda,Golf,2011,98174,4.0,296,3319,Diesel,Automatic,87160,4,6
Ford,Silverado,2024,29866,2.5,207,3175,Gasoline,CVT,76635,4,4
Volkswagen,Civic,2011,41385,5.0,425,4134,Gasoline,Automatic,115798,2,6
Chevrolet,F-150,2007,23890,4.0,302,5040,Gasoline,Automatic,67745,4,8
Mercedes,Camry,2023,180503,4.0,315,1800,Diesel,Automatic,150000,4,4
Volkswagen,F-150,2021,21496,1.5,121,3690,Gasoline,Automatic,61469,4,4
BMW,F-150,2021,130817,4.0,401,2078,Gasoline,Automatic,150000,4,4
Hyundai,Altima,2016,116037,6.0,533,2707,Gasoline,Manual,113811,4,6
Hyundai,C-Class,2007,2179,5.0,367,4759,Gasoline,Automatic,87607,4,4
Nissan,Silverado,2011,109556,1.5,107,3595,Hybrid,Automatic,34641,4,4
Mercedes,Camry,2018,52688,1.0,59,3579,Gasoline,Manual,66150,4,6
Volkswagen,Civic,2022,41010,6.0,517,3109,Hybrid,Automatic,150000,4,8
Ford,F-150,2001,65903,2.0,154,4029,Gasoline,Automatic,29123,4,6
Hyundai,Civic,2019,53859,1.0,62,2526,Gasoline,Automatic,35772,4,4
Mercedes,A4,2000,44934,1.5,166,3369,Diesel,Manual,55107,4,6
Mercedes,Tucson,2009,79903,1.5,84,3514,Diesel,Automatic,59392,4,4
Audi,Civic,2024,6467,2.0,198,3924,Gasoline,Automatic,113625,4,4
Toyota,A4,2005,91799,5.0,385,3717,Gasoline,Automatic,87601,4,4
Toyota,Silverado,2023,73424,5.0,418,2921,Diesel,Automatic,123295,4,4
Chevrolet,C-Class,2004,76942,3.0,257,4070,Electric,CVT,71141,4,4
Chevrolet,Silverado,2002,82506,3.0,256,2678,Gasoline,Automatic,52053,4,6
Toyota,Altima,2021,95542,2.0,132,3168,Gasoline,Automatic,54106,4,6
Audi,F-150,2014,117495,5.0,366,3629,Gasoline,Automatic,138682,4,4
Audi,F-150,2021,165191,3.0,223,2157,Hybrid,Automatic,95124,2,4
Hyundai,Tucson,2008,87862,3.0,260,2365,Diesel,Automatic,62648,4,4
Hyundai,Camry,2007,107065,1.0,177,2867,Gasoline,Manual,31898,4,4
Ford,A4,2010,70078,2.0,95,2811,Electric,Automatic,49657,4,4
Honda,Altima,2005,156838,2.0,135,2863,Diesel,Manual,21228,2,6
Hyundai,A4,2010,69515,1.0,76,3282,Gasoline,Manual,20102,4,4
Chevrolet,Civic,2000,117096,5.0,402,3412,Gasoline,Automatic,80410,4,4
Honda,Silverado,2007,180988,1.0,53,2305,Gasoline,CVT,4837,4,4
Audi,C-Class,2007,74428,3.0,205,1800,Hybrid,Automatic,100379,2,6
Mercedes,F-150,2012,56044,3.0,262,3511,Hybrid,Manual,138764,4,6
Nissan,3 Series,2009,73533,2.0,156,1800,Gasoline,Automatic,42374,4,4
Hyundai,Altima,2021,80817,1.5,142,3229,Gasoline,Automatic,47542,4,4
Audi,Civic,2007,49177,2.0,208,3279,Gasoline,Automatic,77161,4,6
Nissan,Tucson,2005,60068,3.0,251,3251,Diesel,CVT,66151,4,4
Hyundai,Civic,2004,82265,2.0,98,3615,Gasoline,Automatic,24747,4,6
Chevrolet,Tucson,2011,71337,1.5,59,3608,Gasoline,Manual,22844,4,6
Nissan,F-150,2005,59420,5.0,409,3449,Gasoline,Automatic,87703,4,4
Hyundai,Golf,2008,70697,2.0,169,2202,Hybrid,Manual,45611,4,4
Chevrolet,Tucson,2000,103879,1.0,50,4908,Gasoline,Manual,6368,4,6
Toyota,C-Class,2013,163640,6.0,491,3804,Gasoline,CVT,109858,4,4
BMW,3 Series,2017,20246,4.0,341,3325,Gasoline,CVT,149169,4,6
BMW,Civic,2000,133832,3.0,224,3752,Gasoline,Manual,66056,4,4
Hyundai,3 Series,2019,104657,2.5,177,2523,Gasoline,Automatic,51201,4,4
Hyundai,3 Series,2001,115566,2.5,154,3348,Hybrid,Automatic,38534,4,4
Mercedes,3 Series,2004,63379,1.0,77,2506,Gasoline,Automatic,46364,4,4
Nissan,Civic,2019,43241,1.0,71,3316,Gasoline,Automatic,40122,4,6
Honda,3 Series,2002,22733,2.5,163,2807,Gasoline,Automatic,48637,2,6
Mercedes,Silverado,2016,126384,4.0,292,2450,Gasoline,Automatic,131418,4,4
Hyundai,3 Series,2011,87187,3.0,230,3639,Electric,Automatic,82602,4,6
Volkswagen,Silverado,2016,75154,4.0,319,4378,Gasoline,Automatic,90102,4,6
Volkswagen,F-150,2020,177165,1.0,89,3004,Gasoline,Automatic,27547,4,6
Mercedes,Tucson,2024,106254,6.0,487,4712,Gasoline,Manual,150000,4,4
Honda,Golf,2013,91560,6.0,509,2686,Hybrid,Manual,150000,4,6
Nissan,3 Series,2000,56069,1.5,109,3276,Diesel,Automatic,23724,4,6
Volkswagen,Altima,2023,89063,2.5,181,2527,Diesel,Automatic,69420,4,4
Toyota,Civic,2004,69190,1.0,85,3397,Gasoline,Automatic,21841,4,6
Audi,3 Series,2019,78807,2.5,214,3389,Gasoline,CVT,103321,4,4
Toyota,Altima,2020,65550,1.5,182,3306,Gasoline,Manual,65605,4,6
Toyota,Camry,2011,9818,1.0,131,3904,Gasoline,Manual,48482,4,6
Volkswagen,Altima,2015,91986,1.0,72,1800,Gasoline,Automatic,30542,4,6
Toyota,3 Series,2020,131949,1.5,110,2695,Gasoline,Automatic,41941,4,6
Volkswagen,3 Series,2021,21589,1.5,85,2761,Diesel,Automatic,68893,4,6
Mercedes,A4,2011,6149,1.0,50,1800,Gasoline,Automatic,64160,4,6
Nissan,3 Series,2001,54050,1.0,74,4384,Gasoline,Manual,11218,4,8
Honda,Tucson,2000,88581,6.0,450,4180,Gasoline,Automatic,93109,4,4
Nissan,Tucson,2008,106813,2.5,213,3338,Diesel,Automatic,52973,4,8
Honda,C-Class,2005,69384,4.0,347,2371,Gasoline,CVT,91607,4,6
Audi,Golf,2017,14529,6.0,500,4970,Gasoline,Automatic,150000,2,6
Nissan,Tucson,2000,89996,3.0,271,3101,Hybrid,Automatic,61141,4,4
Toyota,Silverado,2004,73617,3.0,262,2974,Gasoline,Automatic,59806,4,6
Ford,Golf,2019,104386,2.0,116,2718,Diesel,Automatic,47428,4,6
Audi,Camry,2004,83556,5.0,393,4199,Gasoline,CVT,131059,2,4
Honda,3 Series,2002,68124,6.0,504,2490,Hybrid,Automatic,149684,2,4
Toyota,C-Class,2016,53714,2.5,204,3294,Hybrid,Automatic,78860,4,6
Volkswagen,Silverado,2017,70243,3.0,241,3525,Gasoline,Automatic,76890,4,4
Chevrolet,Camry,2001,39007,4.0,297,1800,Diesel,Automatic,72847,4,4
Hyundai,Tucson,2004,53398,2.0,133,3814,Electric,Manual,43515,4,4
Nissan,F-150,2017,53773,2.5,164,2400,Gasoline,Automatic,60759,2,6
Hyundai,F-150,2020,130171,1.5,156,2645,Gasoline,Automatic,40935,4,4
Audi,3 Series,2011,143785,2.5,231,3471,Diesel,Manual,79407,4,4
Volkswagen,Camry,2005,51555,5.0,390,2086,Gasoline,Automatic,99797,2,6
Volkswagen,Silverado,2007,63233,5.0,357,1880,Diesel,Manual,104287,4,6
Toyota,Golf,2010,132661,6.0,501,2264,Gasoline,Automatic,114107,4,4
Chevrolet,A4,2000,115843,1.5,107,2348,Gasoline,Automatic,16686,4,8
Mercedes,Altima,2009,84834,1.0,84,3268,Gasoline,Automatic,30171,4,8
Hyundai,F-150,2014,88956,5.0,398,3697,Gasoline,Manual,88951,4,4
Honda,Golf,2007,7438,1.0,82,3083,Gasoline,Automatic,35090,4,6
Ford,F-150,2003,54752,2.0,171,4062,Diesel,CVT,39378,4,6
Volkswagen,Civic,2017,52793,2.0,192,3953,Gasoline,Automatic,51026,4,6
Mercedes,A4,2021,6817,4.0,275,1817,Gasoline,Automatic,150000,4,4
Hyundai,C-Class,2004,39219,2.5,231,5613,Gasoline,Manual,33923,4,4
Hyundai,Tucson,2017,74866,6.0,455,4170,Gasoline,Automatic,110337,4,4
BMW,Tucson,2011,96379,3.0,239,3854,Gasoline,Automatic,88480,2,4
Ford,C-Class,2005,49740,6.0,476,3396,Gasoline,Manual,110379,4,4
Ford,A4,2015,162339,6.0,466,4014,Gasoline,Manual,103312,4,4
Ford,Tucson,2017,92337,4.0,317,2713,Hybrid,Automatic,96148,4,4
Mercedes,Tucson,2000,150364,1.5,111,2851,Gasoline,CVT,28681,4,4
Ford,C-Class,2003,80405,2.5,233,1800,Hybrid,Automatic,49159,4,6
Mercedes,Golf,2013,126424,6.0,436,4221,Gasoline,Automatic,150000,4,6
Honda,F-150,2022,70855,4.0,364,1800,Diesel,Manual,113206,4,4
Audi,F-150,2021,76880,1.5,143,3037,Electric,Automatic,110708,4,4
BMW,Tucson,2018,148178,5.0,394,2515,Gasoline,Automatic,150000,4,6
Hyundai,Camry,2018,59862,4.0,317,2757,Hybrid,Manual,105162,4,6
Hyundai,Tucson,2003,15493,2.5,286,4022,Gasoline,Automatic,58503,4,4
Mercedes,Golf,2021,59093,3.0,203,3170,Hybrid,Automatic,135244,4,4
Toyota,Camry,2010,85943,4.0,302,2912,Electric,Automatic,113848,4,4
Mercedes,Altima,2002,24713,2.0,146,1800,Hybrid,Automatic,84999,4,4
Audi,Tucson,2016,31423,3.0,273,2551,Gasoline,Automatic,110266,4,4
Ford,3 Series,2016,133199,1.0,50,3290,Gasoline,Automatic,25436,4,4
BMW,3 Series,2015,54378,2.5,258,3881,Gasoline,Manual,114188,4,4
Hyundai,Golf,2001,115329,2.5,176,4126,Diesel,Manual,32055,4,4
Volkswagen,Altima,2007,46548,2.5,248,4190,Hybrid,Manual,64297,4,4
Hyundai,C-Class,2012,14874,1.0,76,4693,Diesel,Manual,36185,4,4
Honda,Golf,2002,112932,2.0,130,2258,Gasoline,Automatic,17777,4,4
Mercedes,F-150,2020,0,5.0,345,2794,Gasoline,Automatic,150000,4,6
Toyota,Altima,2017,118677,2.0,172,3186,Gasoline,Automatic,47904,4,4
Volkswagen,Silverado,2003,33796,5.0,364,3200,Gasoline,CVT,85811,4,4
Honda,Camry,2006,143221,2.0,163,3650,Gasoline,Automatic,34397,4,6
Chevrolet,F-150,2001,96664,2.5,162,1800,Gasoline,Automatic,27868,4,4
Mercedes,Altima,2013,64907,2.5,192,3873,Gasoline,Automatic,94496,4,4
Nissan,Tucson,2020,65783,5.0,449,3238,Gasoline,Automatic,105526,4,4
Nissan,Altima,2019,46925,3.0,231,1800,Gasoline,Automatic,79341,4,4
Ford,Civic,2021,81717,1.5,125,3927,Hybrid,Manual,44677,4,4
Mercedes,Camry,2002,96037,5.0,347,3729,Gasoline,Automatic,124545,4,6
Audi,A4,2018,95133,5.0,423,3322,Hybrid,Manual,150000,4,6
Nissan,Civic,2006,86133,2.5,199,3079,Gasoline,Automatic,46910,4,4
Ford,Tucson,2005,168733,3.0,201,3501,Gasoline,Manual,31385,4,4
Toyota,3 Series,2009,106388,4.0,304,4274,Gasoline,Automatic,65564,2,8
Honda,C-Class,2008,73775,3.0,259,4487,Gasoline,Automatic,56089,4,6
Hyundai,A4,2014,79455,5.0,371,2350,Diesel,Automatic,98079,4,4
Nissan,Tucson,2003,111516,5.0,368,1800,Gasoline,Automatic,72446,4,4
Mercedes,Civic,2001,36953,2.0,122,2714,Diesel,Automatic,77365,4,4
Ford,Silverado,2010,85269,2.5,131,3902,Gasoline,Automatic,33116,4,4
Hyundai,C-Class,2024,50617,6.0,447,2470,Diesel,Manual,125589,4,4
Toyota,Golf,2017,143873,2.0,135,3169,Diesel,Automatic,45252,4,4
BMW,A4,2001,59875,1.0,50,4452,Gasoline,Manual,13909,2,4
Nissan,Golf,2013,101566,2.0,169,4279,Diesel,Manual,42869,4,6
Ford,C-Class,2016,138775,6.0,506,3212,Diesel,CVT,119979,4,8
Toyota,Golf,2011,86076,4.0,279,2623,Gasoline,Automatic,74599,4,6
Nissan,A4,2007,33185,6.0,457,2567,Hybrid,CVT,137837,4,6
Mercedes,Camry,2007,87458,4.0,320,2048,Hybrid,Automatic,150000,4,4
Audi,F-150,2007,44121,2.0,92,3022,Gasoline,Automatic,57236,4,4
BMW,Camry,2010,187710,1.0,50,2451,Diesel,CVT,11217,4,4
Volkswagen,Civic,2009,90297,2.0,114,3480,Gasoline,Automatic,39587,4,4
Nissan,A4,2002,54122,3.0,203,3063,Gasoline,Automatic,46612,4,6
BMW,Camry,2006,64825,2.0,160,2638,Gasoline,Automatic,62036,4,6
Chevrolet,C-Class,2020,19675,1.5,157,3237,Electric,Automatic,78159,4,4
Hyundai,C-Class,2003,25426,6.0,454,4356,Gasoline,Automatic,99867,4,8
BMW,Golf,2017,83210,5.0,365,2417,Hybrid,Automatic,150000,4,4
Ford,F-150,2002,84657,2.5,211,2044,Gasoline,Manual,47087,2,8
Ford,F-150,2002,79632,5.0,404,2696,Gasoline,Automatic,85436,4,4
Honda,A4,2009,0,2.0,126,3526,Hybrid,Manual,66000,4,4
Hyundai,C-Class,2022,77902,2.5,169,3682,Gasoline,Automatic,58546,4,6
Chevrolet,Golf,2010,104272,4.0,308,2030,Gasoline,Automatic,66222,4,6
Ford,Golf,2018,81691,1.5,111,3010,Gasoline,Manual,43298,4,8
Volkswagen,Altima,2015,86273,2.5,209,2619,Gasoline,Manual,68496,4,6
Ford,C-Class,2009,75441,4.0,350,3225,Electric,Manual,116789,4,4
Volkswagen,F-150,2020,93833,1.5,116,2218,Hybrid,CVT,55450,4,6
Audi,Altima,2020,68590,4.0,385,3855,Gasoline,Automatic,137672,4,4
Hyundai,C-Class,2023,45139,5.0,432,4219,Hybrid,Manual,127437,4,4
Volkswagen,Silverado,2017,49870,5.0,361,2366,Electric,Automatic,150000,4,6
Chevrolet,3 Series,2003,99702,2.5,201,2442,Diesel,Manual,33400,4,4
Chevrolet,Tucson,2018,82894,1.0,61,3219,Gasoline,Automatic,26831,4,8
Audi,A4,2021,25687,6.0,467,3246,Diesel,Manual,150000,2,8
BMW,F-150,2014,59567,5.0,358,4781,Diesel,Automatic,147030,4,6
Ford,Tucson,2016,112542,5.0,391,3591,Diesel,Automatic,101286,2,4
BMW,Silverado,2019,82378,2.0,154,3533,Gasoline,Automatic,75945,4,4
Chevrolet,Golf,2013,47210,1.5,82,1920,Gasoline,Automatic,32685,4,6
Audi,3 Series,2001,49593,5.0,417,3341,Gasoline,Automatic,138399,4,4
Nissan,C-Class,2014,132327,3.0,238,3757,Diesel,Automatic,55626,4,4
Nissan,Silverado,2011,61171,1.0,116,1800,Hybrid,Manual,39746,4,6
Audi,Altima,2002,44043,4.0,338,3095,Gasoline,CVT,119115,4,4
Hyundai,Camry,2001,98509,4.0,276,2789,Gasoline,Automatic,56153,2,8
Hyundai,Altima,2000,167236,6.0,448,2294,Hybrid,Automatic,102822,4,4
Honda,Silverado,2010,48078,1.0,116,3334,Gasoline,Automatic,34310,4,4
Honda,C-Class,2008,151129,6.0,519,4070,Gasoline,Automatic,118356,4,4
Ford,Altima,2003,95077,1.5,87,2578,Gasoline,Automatic,9793,4,8
Chevrolet,Civic,2003,123888,1.0,117,3676,Gasoline,Manual,15696,4,4
Volkswagen,3 Series,2009,138249,5.0,372,2305,Hybrid,Manual,111880,4,6
Audi,Altima,2006,61397,4.0,316,4124,Gasoline,Automatic,105591,4,6
Ford,Silverado,2004,83674,4.0,326,2276,Diesel,Automatic,69321,4,4
Honda,Silverado,2001,65598,2.0,183,1800,Hybrid,Automatic,52263,4,8
Mercedes,3 Series,2019,66894,2.0,145,2348,Gasoline,CVT,97726,2,6
Hyundai,Golf,2023,37655,6.0,462,2088,Gasoline,Automatic,129665,4,8
Audi,Golf,2019,133372,1.0,100,2814,Gasoline,Automatic,47461,2,8
BMW,Silverado,2008,100968,1.5,158,3350,Hybrid,Manual,42401,4,4
Audi,Civic,2005,61761,5.0,420,3803,Diesel,Manual,144643,4,4
Volkswagen,Tucson,2017,93865,1.0,96,2554,Diesel,Automatic,41960,4,4
Mercedes,Golf,2018,80074,3.0,216,3212,Gasoline,Automatic,120095,4,6
BMW,Altima,2021,80425,2.5,211,2508,Gasoline,Automatic,110758,4,4
Audi,3 Series,2002,131391,2.5,169,2662,Gasoline,Manual,48186,4,6
Ford,Altima,2013,27966,1.0,104,2180,Gasoline,Manual,34943,4,6
BMW,Altima,2017,70351,6.0,481,2937,Gasoline,Automatic,150000,4,6
Audi,C-Class,2022,105923,5.0,392,1800,Diesel,Automatic,150000,4,6
Audi,C-Class,2002,69569,3.0,274,3415,Gasoline,CVT,77735,4,6
Ford,A4,2006,62012,1.0,50,2656,Gasoline,Automatic,24309,2,6
Hyundai,Civic,2019,20856,3.0,253,2670,Gasoline,Automatic,77772,4,4
Nissan,F-150,2000,14508,2.0,134,3250,Gasoline,Automatic,32072,4,8
BMW,Golf,2023,122874,1.5,97,2500,Gasoline,Automatic,70080,4,4
Hyundai,Altima,2024,12465,5.0,332,2213,Gasoline,Automatic,104969,4,4
Honda,A4,2024,125059,4.0,332,3982,Gasoline,Automatic,101738,4,4
Toyota,Silverado,2002,92690,3.0,229,3019,Gasoline,Automatic,52100,2,4
Toyota,Altima,2006,95937,4.0,353,3571,Hybrid,Manual,79581,4,6
Nissan,Tucson,2022,101264,1.0,93,2028,Diesel,Automatic,29068,4,4
Chevrolet,Tucson,2020,39523,5.0,413,3922,Gasoline,Manual,112187,2,4
Chevrolet,C-Class,2009,40372,4.0,276,3224,Hybrid,CVT,76992,4,4
Volkswagen,Altima,2021,170687,4.0,277,2898,Gasoline,CVT,87238,4,4
Hyundai,Civic,2007,36419,2.5,181,3528,Diesel,Automatic,48105,4,6
Chevrolet,Altima,2021,39972,5.0,399,3181,Gasoline,Manual,101228,4,4
Toyota,3 Series,2011,109040,1.5,116,2411,Electric,Automatic,57630,4,8
Hyundai,Altima,2018,137840,2.5,211,3370,Gasoline,Manual,52216,4,4
Ford,F-150,2019,112225,1.5,148,3611,Diesel,Automatic,46152,4,4
Nissan,Silverado,2001,87826,2.0,200,2852,Hybrid,Automatic,45720,4,4
Ford,Silverado,2014,102055,6.0,538,3170,Diesel,Automatic,131941,4,4
Audi,C-Class,2010,55056,6.0,480,2991,Gasoline,Automatic,150000,4,6
Mercedes,Civic,2018,128705,2.5,185,3287,Gasoline,Automatic,92998,4,6
Toyota,Golf,2000,92577,2.0,173,2242,Gasoline,Automatic,35621,4,6
Mercedes,F-150,2003,175245,5.0,385,3443,Gasoline,Automatic,132828,2,6
Volkswagen,Camry,2004,92350,3.0,176,2456,Gasoline,Automatic,53804,4,4
Honda,Civic,2019,75387,5.0,408,3350,Gasoline,CVT,118383,2,4
BMW,A4,2020,78863,3.0,213,3396,Gasoline,Automatic,119467,4,4
Honda,Tucson,2021,107258,2.5,230,3272,Gasoline,Manual,64074,4,6
BMW,A4,2014,64187,1.5,110,2319,Gasoline,Automatic,65783,4,8
Mercedes,C-Class,2011,117586,1.0,50,2906,Gasoline,Automatic,34327,4,4
Hyundai,Altima,2013,82319,1.0,73,2583,Gasoline,Manual,28859,4,4
Honda,A4,2016,92896,5.0,389,3239,Gasoline,Automatic,111469,4,4
Hyundai,Golf,2024,44125,2.0,140,2722,Gasoline,Automatic,61673,4,4
Nissan,A4,2014,171622,5.0,425,3082,Gasoline,Automatic,92083,4,4
BMW,Golf,2017,0,2.0,155,3004,Gasoline,Manual,91978,4,4
Nissan,Tucson,2018,37936,2.0,148,2890,Electric,Automatic,82289,4,4
Toyota,Golf,2021,72107,2.5,233,3425,Hybrid,Automatic,90435,4,4
BMW,F-150,2006,100547,1.5,129,3247,Gasoline,Manual,42496,4,4
Audi,Camry,2024,96389,2.5,203,3957,Gasoline,Automatic,108362,4,4
Volkswagen,Civic,2019,68978,4.0,349,3381,Hybrid,Manual,114770,4,4
Mercedes,Tucson,2018,77800,2.5,207,3240,Gasoline,Automatic,113797,4,6
Ford,Civic,2005,78678,2.5,229,1800,Gasoline,CVT,52261,4,4
Hyundai,Silverado,2007,147454,6.0,482,2866,Electric,Manual,125534,4,4
Nissan,Tucson,2019,48268,4.0,362,2792,Gasoline,Automatic,98034,4,4
Ford,Golf,2022,90512,1.5,88,2962,Gasoline,Automatic,45945,4,4
Chevrolet,Silverado,2019,87956,5.0,373,3065,Gasoline,Automatic,93423,4,4
Hyundai,Civic,2014,90557,5.0,427,2798,Gasoline,Manual,103554,4,8
Mercedes,Golf,2007,112395,2.5,158,1800,Diesel,CVT,78045,4,4
BMW,Golf,2022,131462,2.0,191,3683,Gasoline,Automatic,88396,4,4
Toyota,C-Class,2024,79473,2.5,200,3153,Electric,Automatic,94974,4,4
Chevrolet,Tucson,2009,138560,1.0,88,3764,Hybrid,Manual,21632,4,4
BMW,Civic,2003,99791,6.0,515,2676,Diesel,Automatic,150000,4,4
Honda,Camry,2019,94531,3.0,235,2295,Gasoline,Automatic,80080,2,6
BMW,Camry,2012,93577,5.0,369,3755,Gasoline,Automatic,148046,4,4
Volkswagen,F-150,2003,48354,4.0,316,1800,Gasoline,Manual,81995,4,4
Chevrolet,C-Class,2004,96422,1.5,140,4478,Gasoline,Automatic,25146,4,6
Ford,A4,2011,94726,6.0,493,2684,Gasoline,Automatic,113726,4,4
