Make,Model,Year,Mileage,Engine_Size_L,Horsepower,Weight_lbs,Fuel_Type,Transmission,Doors,Cylinders,Price
Audi,Q5,2011,132895,3.0,286,4802,Gasoline,Manual,4,6,60586
Chevrolet,Equinox,2011,39241,6.0,416,2647,Gasoline,Automatic,4,6,80918
Nissan,Sentra,2008,110772,6.0,473,2585,Hybrid,Automatic,4,4,74902
BMW,3 Series,2012,44964,3.5,284,4347,Gasoline,Automatic,4,4,70958
Nissan,Pathfinder,2018,68467,5.0,366,3210,Gasoline,Automatic,4,6,86614
Ford,Explorer,2011,45749,6.0,412,4234,Gasoline,Automatic,2,4,81510
Audi,A6,2024,118221,3.0,223,3254,Gasoline,Automatic,4,8,80123
Ford,Mustang,2006,116170,1.5,123,4917,Hybrid,Automatic,4,4,37567
Hyundai,Tucson,2012,89820,3.5,309,2170,Gasoline,Automatic,4,4,59580
Honda,Pilot,2010,100,3.5,197,3865,Gasoline,Automatic,4,6,55234
Nissan,Pathfinder,2011,88308,1.5,188,3364,Gasoline,Automatic,4,4,34747
Volkswagen,Atlas,2021,78614,6.0,406,1693,Gasoline,Automatic,4,6,92290
Ford,Escape,2008,1917,2.5,116,4337,Gasoline,Automatic,4,4,40331
Chevrolet,Malibu,2023,83395,2.5,183,3285,Gasoline,Manual,4,4,65232
Mercedes,GLE,2024,76671,5.0,375,4133,Gasoline,CVT,4,4,111007
Chevrolet,Silverado,2014,100,1.5,113,2987,Electric,Automatic,4,4,48907
Hyundai,Sonata,2010,45446,3.5,307,3362,Electric,Automatic,4,4,63043
Nissan,Rogue,2012,50055,3.0,168,3194,Diesel,Automatic,4,8,51493
Honda,CR-V,2019,61318,5.0,322,3497,Diesel,Automatic,4,6,89152
Volkswagen,Jetta,2022,59456,4.0,277,3540,Gasoline,Automatic,4,4,76478
Honda,Pilot,2008,109677,5.0,360,2797,Gasoline,Automatic,4,6,59549
Ford,Escape,2022,100,3.5,293,3082,Gasoline,Automatic,4,4,77317
Mercedes,GLC,2017,55155,6.0,455,4650,Gasoline,Automatic,4,4,100998
Audi,A6,2020,109488,3.5,278,4553,Hybrid,Manual,4,4,88985
Audi,Q7,2016,104607,2.0,213,3513,Gasoline,Automatic,4,6,63289
Honda,CR-V,2017,135389,1.5,130,3467,Gasoline,Automatic,4,4,35474
Mercedes,GLC,2022,23181,2.5,155,3981,Electric,Automatic,4,4,86008
Audi,Q7,2017,77110,2.5,188,3859,Gasoline,Automatic,2,4,62141
Mercedes,GLC,2005,68389,2.5,150,3597,Gasoline,CVT,4,4,39970
BMW,5 Series,2011,72691,4.0,216,5151,Gasoline,Automatic,4,4,70377
Honda,Accord,2019,56994,1.5,223,3958,Gasoline,Automatic,4,4,53570
Hyundai,Tucson,2016,58386,6.0,357,4299,Electric,Automatic,2,4,91893
Honda,Accord,2006,65116,2.5,212,4314,Diesel,Automatic,4,4,33454
Chevrolet,Silverado,2018,77741,2.0,177,2945,Gasoline,Manual,4,6,54436
Mercedes,GLE,2016,54265,6.0,327,3134,Hybrid,CVT,4,6,108656
Toyota,Highlander,2009,23893,6.0,421,3035,Gasoline,Automatic,4,6,71476
Mercedes,C-Class,2013,46472,2.0,172,4358,Gasoline,Automatic,4,4,60369
Chevrolet,Equinox,2010,100770,3.5,222,3584,Gasoline,Automatic,4,6,54592
Volkswagen,Jetta,2020,65361,5.0,357,2273,Diesel,Automatic,4,6,89625
Honda,Accord,2022,128047,1.5,187,3531,Gasoline,Automatic,2,6,58282
Nissan,Pathfinder,2007,22532,1.5,74,2095,Gasoline,Automatic,4,4,26394
BMW,3 Series,2022,60318,2.0,189,2949,Hybrid,CVT,4,4,77947
Nissan,Rogue,2022,44335,5.0,328,3792,Diesel,Manual,4,6,85047
Nissan,Pathfinder,2023,46229,1.5,111,3193,Diesel,Manual,2,4,54799
Nissan,Rogue,2020,96122,2.0,179,3696,Gasoline,Automatic,4,8,52126
Toyota,RAV4,2016,47074,6.0,479,3738,Diesel,CVT,4,8,94081
Ford,Explorer,2014,112361,2.0,145,3956,Gasoline,Automatic,4,6,43565
Nissan,Pathfinder,2011,73009,4.0,266,3621,Electric,Automatic,4,4,65714
BMW,X5,2024,100,6.0,538,4402,Gasoline,Automatic,4,4,129817
Mercedes,C-Class,2019,95041,1.5,122,3254,Gasoline,Automatic,4,6,61844
Chevrolet,Equinox,2008,36977,6.0,394,2943,Hybrid,Automatic,2,4,84050
Ford,Escape,2010,64292,2.0,190,4129,Gasoline,Automatic,2,6,35744
Ford,Escape,2012,38800,4.0,256,2530,Gasoline,Automatic,4,4,60665
BMW,X5,2011,39085,3.5,221,4564,Gasoline,Automatic,4,4,68892
Mercedes,GLC,2017,71104,5.0,435,4022,Hybrid,Automatic,4,8,106194
Chevrolet,Silverado,2008,145776,1.5,175,2901,Gasoline,Automatic,4,4,22456
Nissan,Altima,2013,43106,5.0,389,3528,Gasoline,Automatic,4,4,72987
Chevrolet,Tahoe,2023,27587,3.5,277,3021,Gasoline,Automatic,4,4,87081
Nissan,Altima,2024,132799,3.5,280,3125,Hybrid,Automatic,2,4,76244
Nissan,Sentra,2005,71527,3.5,263,2962,Electric,Automatic,2,4,54702
Hyundai,Tucson,2006,121521,5.0,364,3616,Gasoline,Automatic,4,4,57510
Chevrolet,Malibu,2024,116169,3.5,277,4319,Gasoline,Automatic,4,8,69041
Volkswagen,Atlas,2015,38228,2.0,220,3895,Gasoline,Automatic,4,6,52610
Ford,F-150,2008,53051,2.0,253,3244,Gasoline,CVT,4,4,36883
Mercedes,C-Class,2017,33394,2.5,165,4299,Hybrid,Automatic,4,4,76301
Mercedes,E-Class,2013,100,5.0,429,3041,Hybrid,Automatic,4,4,101389
Chevrolet,Equinox,2018,71693,3.0,197,3604,Gasoline,Automatic,2,4,59214
Volkswagen,Tiguan,2007,76696,4.0,325,4018,Hybrid,Automatic,2,4,65993
Audi,Q5,2019,54353,2.0,161,3176,Gasoline,Manual,4,6,72231
Nissan,Altima,2020,90025,2.0,132,2765,Hybrid,Automatic,4,4,57676
Hyundai,Tucson,2017,29056,2.0,160,2414,Hybrid,Automatic,4,6,70984
Mercedes,GLC,2007,63023,5.0,235,2718,Gasoline,Automatic,4,4,62907
Volkswagen,Jetta,2012,102488,3.5,241,3896,Gasoline,Manual,4,4,50918
Nissan,Sentra,2010,101574,3.0,186,3652,Gasoline,CVT,4,6,40162
Mercedes,E-Class,2024,65494,5.0,310,2308,Gasoline,Automatic,4,4,102762
Nissan,Sentra,2005,55430,2.0,143,3585,Gasoline,Automatic,4,6,29251
Hyundai,Santa Fe,2012,68788,4.0,273,4041,Gasoline,Automatic,4,6,67275
Nissan,Altima,2010,99433,1.5,95,4930,Diesel,Automatic,4,4,36469
Honda,Accord,2024,47602,6.0,425,3462,Hybrid,Automatic,2,4,112826
Nissan,Pathfinder,2023,37304,1.5,152,4512,Hybrid,Automatic,4,4,69067
Hyundai,Tucson,2016,40313,6.0,470,2907,Hybrid,Automatic,4,4,105171
Nissan,Rogue,2017,100225,1.5,101,3686,Hybrid,Automatic,4,4,53889
Ford,Ranger,2007,113236,3.0,260,3486,Gasoline,Automatic,4,8,38730
Nissan,Pathfinder,2014,35731,2.0,172,4177,Hybrid,CVT,2,6,58428
Volkswagen,Jetta,2019,43887,2.5,160,3717,Gasoline,Automatic,4,6,59335
Audi,Q5,2018,83731,3.5,264,3841,Electric,Automatic,2,4,87813
Honda,CR-V,2010,78767,1.5,100,2503,Gasoline,Automatic,4,8,31146
Volkswagen,Golf,2005,87928,5.0,424,2873,Gasoline,Automatic,4,4,58343
Honda,CR-V,2017,58200,2.0,164,2894,Gasoline,Manual,4,4,55826
Nissan,Altima,2018,142426,6.0,456,3101,Gasoline,Automatic,4,6,90759
Toyota,Corolla,2013,79704,2.0,137,2972,Gasoline,Manual,2,6,40970
Audi,A4,2022,18576,2.5,230,5218,Gasoline,Automatic,4,8,84809
Chevrolet,Malibu,2020,67063,4.0,288,3433,Gasoline,Automatic,4,6,72576
Ford,Mustang,2010,116973,2.0,76,2573,Gasoline,Automatic,4,4,41420
Volkswagen,Jetta,2015,76303,5.0,335,2934,Gasoline,Automatic,4,4,76519
Honda,Civic,2024,115420,4.0,273,2764,Hybrid,Automatic,2,4,74477
Nissan,Altima,2007,95125,4.0,239,1593,Gasoline,Automatic,4,6,43674
Chevrolet,Equinox,2023,57814,3.5,230,3496,Gasoline,Manual,4,4,74190
Hyundai,Sonata,2006,100,2.0,150,3606,Hybrid,Manual,4,4,36862
Ford,Ranger,2006,26396,2.0,96,1461,Gasoline,Automatic,4,8,33321
Audi,A4,2011,52126,3.0,331,2185,Hybrid,Automatic,4,4,79248
Ford,Escape,2011,93299,5.0,387,4092,Gasoline,Automatic,4,4,67907
Mercedes,GLE,2017,71716,6.0,357,2722,Diesel,Automatic,4,6,96073
Volkswagen,Golf,2019,19441,3.5,314,3339,Gasoline,Automatic,4,8,75359
Toyota,4Runner,2006,104982,1.5,162,2839,Hybrid,Automatic,4,6,29924
BMW,X5,2009,58836,5.0,403,4517,Gasoline,Automatic,4,4,77483
Hyundai,Santa Fe,2014,82618,3.0,227,3620,Gasoline,Automatic,4,6,56620
Toyota,Camry,2015,100,3.5,256,3868,Gasoline,CVT,4,6,62496
Nissan,Rogue,2012,29027,5.0,359,3581,Gasoline,Automatic,4,4,80106
Chevrolet,Silverado,2005,13253,1.5,177,3553,Gasoline,Manual,4,8,30729
Toyota,4Runner,2020,101702,5.0,374,3608,Diesel,Automatic,4,6,82599
Nissan,Rogue,2017,93115,3.0,303,3195,Electric,CVT,4,8,70187
Ford,Ranger,2015,116313,4.0,237,2977,Diesel,Automatic,4,6,60757
Mercedes,C-Class,2021,119764,3.5,274,3416,Gasoline,Automatic,4,6,83692
Ford,Escape,2006,140308,5.0,407,3847,Gasoline,Automatic,4,6,60012
Volkswagen,Atlas,2023,78478,4.0,213,5554,Hybrid,Automatic,4,6,80628
Hyundai,Elantra,2024,125487,4.0,321,3812,Hybrid,Manual,4,6,88003
Hyundai,Elantra,2008,69278,5.0,315,3187,Gasoline,Automatic,4,4,66422
Hyundai,Santa Fe,2014,108442,6.0,400,3405,Hybrid,Automatic,4,4,87274
Honda,Accord,2021,75960,6.0,426,3959,Gasoline,Automatic,2,6,100749
Mercedes,GLE,2009,18503,2.0,194,3063,Gasoline,Automatic,4,8,45950
Volkswagen,Golf,2020,62496,2.0,91,3401,Hybrid,Manual,4,4,66851
Audi,Q7,2012,48719,3.0,262,2845,Gasoline,Manual,4,6,68742
Ford,Explorer,2014,108821,1.5,202,3427,Gasoline,Automatic,4,4,40878
Audi,A6,2007,77718,3.5,233,3330,Gasoline,Automatic,4,4,67422
Nissan,Rogue,2012,75883,1.5,98,4779,Gasoline,Automatic,2,4,35150
Mercedes,GLE,2010,100,3.5,239,3727,Hybrid,Automatic,4,4,69813
Volkswagen,Jetta,2005,74981,4.0,310,2210,Hybrid,Automatic,4,4,53905
Volkswagen,Golf,2020,70374,3.0,239,3591,Hybrid,CVT,4,8,71718
Ford,Ranger,2013,119211,2.0,70,2197,Gasoline,Automatic,4,6,39291
Audi,Q5,2014,55750,5.0,336,3921,Gasoline,Automatic,2,4,92088
Nissan,Rogue,2019,87191,2.0,98,3931,Gasoline,Automatic,4,6,53373
BMW,X3,2022,70926,3.0,180,2876,Gasoline,Automatic,4,4,83056
Hyundai,Sonata,2015,83845,1.5,108,5138,Gasoline,Manual,4,4,38982
Mercedes,GLE,2023,41614,3.0,180,5544,Diesel,CVT,4,4,80201
Chevrolet,Equinox,2012,110165,2.5,133,2622,Gasoline,Automatic,4,6,35524
Hyundai,Sonata,2016,141901,3.5,291,3395,Gasoline,Automatic,4,4,54485
Volkswagen,Atlas,2008,87838,3.0,217,3811,Gasoline,Manual,4,6,45786
Chevrolet,Silverado,2016,93961,6.0,410,4082,Diesel,Automatic,4,6,85661
Honda,Civic,2020,130880,2.0,191,2608,Gasoline,Automatic,2,4,54397
Toyota,Corolla,2024,90192,5.0,291,2491,Gasoline,CVT,4,4,89244
BMW,X5,2011,100,6.0,349,4010,Diesel,CVT,4,4,93113
Honda,CR-V,2021,52198,2.5,218,4729,Gasoline,Automatic,4,4,63422
Toyota,Highlander,2008,65546,5.0,330,3516,Gasoline,CVT,4,6,57167
Nissan,Sentra,2023,151013,3.5,182,3604,Gasoline,Automatic,4,4,66794
Audi,Q7,2011,61612,1.5,118,3427,Electric,Automatic,4,4,51076
Ford,Mustang,2008,107220,2.0,103,3395,Gasoline,CVT,2,6,25369
Mercedes,GLE,2022,62169,6.0,463,3666,Gasoline,CVT,4,6,108029
BMW,3 Series,2007,70752,2.0,97,3931,Hybrid,Automatic,4,4,54442
Hyundai,Tucson,2007,68243,5.0,341,2865,Diesel,CVT,4,8,60626
Volkswagen,Jetta,2023,31382,3.5,254,3282,Gasoline,Automatic,4,4,82671
Volkswagen,Atlas,2024,43001,6.0,432,3807,Electric,CVT,4,6,115303
BMW,X3,2014,57671,6.0,471,3831,Gasoline,Automatic,4,8,88872
Ford,Mustang,2005,61140,6.0,484,2731,Gasoline,Automatic,4,6,73191
Hyundai,Tucson,2014,74005,2.5,232,3064,Gasoline,Automatic,4,4,54735
Chevrolet,Malibu,2022,45217,4.0,269,2338,Diesel,Automatic,4,4,78947
Nissan,Sentra,2015,192527,2.0,152,3002,Gasoline,Automatic,2,8,35596
BMW,X3,2008,47087,3.5,240,2480,Gasoline,Automatic,4,4,61899
Hyundai,Sonata,2017,85949,3.0,181,3255,Gasoline,CVT,4,4,58363
Toyota,Highlander,2021,37714,1.5,77,4422,Electric,Automatic,4,8,68270
Mercedes,C-Class,2006,45213,4.0,319,4518,Diesel,Automatic,4,8,64715
Toyota,Tacoma,2007,103710,5.0,431,5261,Gasoline,Automatic,4,4,59597
Chevrolet,Malibu,2008,116434,5.0,380,3196,Hybrid,Automatic,4,4,62975
Ford,F-150,2020,60234,5.0,423,4903,Hybrid,Automatic,4,4,92313
Audi,Q5,2013,60355,2.5,171,2526,Gasoline,Automatic,4,8,58683
Toyota,4Runner,2020,83299,2.0,177,4272,Diesel,CVT,4,6,54121
Toyota,RAV4,2010,89548,2.0,109,4252,Gasoline,Automatic,4,4,38343
Nissan,Altima,2023,33612,2.5,209,2755,Gasoline,Automatic,4,6,63656
Toyota,4Runner,2013,48146,4.0,281,3579,Gasoline,Automatic,2,4,67177
BMW,5 Series,2007,32967,4.0,268,4032,Hybrid,CVT,4,4,66634
Chevrolet,Malibu,2014,83580,2.5,160,3902,Diesel,Automatic,4,8,50801
BMW,X5,2019,9927,2.0,148,3888,Gasoline,Automatic,4,4,67695
Audi,A4,2020,67862,6.0,428,2719,Electric,Automatic,4,4,118392
Honda,HR-V,2016,57569,4.0,370,2649,Gasoline,CVT,4,6,81391
Nissan,Altima,2020,81718,2.5,99,3528,Hybrid,Automatic,4,4,72229
Mercedes,E-Class,2024,80759,3.5,224,4616,Gasoline,CVT,4,6,87558
Nissan,Sentra,2008,28737,2.0,183,3407,Gasoline,Automatic,2,4,39332
Volkswagen,Atlas,2006,43127,3.0,226,2768,Gasoline,CVT,4,4,45988
BMW,5 Series,2016,65681,3.0,181,3041,Hybrid,Automatic,4,4,80078
BMW,3 Series,2012,16141,3.5,284,3549,Hybrid,Automatic,4,4,79923
Hyundai,Santa Fe,2014,58656,1.5,130,3908,Gasoline,Automatic,4,4,43153
Volkswagen,Tiguan,2019,103635,2.5,146,3053,Hybrid,CVT,4,4,68777
Chevrolet,Malibu,2023,30907,6.0,378,3138,Gasoline,Automatic,2,8,103592
Nissan,Rogue,2006,56534,2.5,210,2974,Gasoline,Automatic,2,6,41102
Toyota,Highlander,2022,100,2.0,139,3270,Hybrid,Automatic,4,4,75891
Volkswagen,Golf,2005,40970,4.0,290,3851,Gasoline,Automatic,2,4,48299
Audi,A4,2014,119801,2.0,129,3559,Gasoline,Automatic,4,6,52925
Ford,Explorer,2014,50488,4.0,306,4578,Gasoline,Automatic,2,4,65995
BMW,X3,2007,59848,5.0,296,2703,Gasoline,Automatic,4,4,70747
Volkswagen,Atlas,2007,20175,2.5,213,4845,Gasoline,Automatic,4,4,47745
Ford,F-150,2020,32138,5.0,319,4138,Gasoline,Automatic,4,4,84995
Hyundai,Sonata,2017,100,3.5,249,3038,Hybrid,Automatic,2,4,75012
BMW,X5,2021,72657,3.5,191,3601,Electric,Automatic,4,4,86246
Audi,Q5,2019,36395,3.5,288,3378,Gasoline,CVT,4,4,83774
Nissan,Pathfinder,2006,15527,3.0,160,2806,Hybrid,Automatic,4,4,49996
Nissan,Altima,2020,30928,2.5,218,4242,Diesel,Manual,4,4,64402
Mercedes,GLC,2012,110979,2.0,131,3145,Gasoline,Automatic,4,4,51507
Audi,Q7,2012,73008,4.0,321,3904,Gasoline,Automatic,4,4,73750
Nissan,Sentra,2019,75582,6.0,415,4500,Gasoline,Automatic,2,4,88391
Volkswagen,Atlas,2015,13590,2.5,206,3530,Diesel,Automatic,4,8,56021
Toyota,RAV4,2015,37537,5.0,347,4532,Gasoline,Automatic,4,6,79727
Volkswagen,Tiguan,2016,97889,2.0,141,3212,Hybrid,Manual,4,6,53483
Volkswagen,Jetta,2016,49322,6.0,435,4323,Gasoline,CVT,4,4,93364
Ford,Explorer,2016,84719,1.5,115,3164,Gasoline,CVT,4,6,39668
Toyota,Highlander,2013,95103,3.5,266,2936,Gasoline,Automatic,4,4,56059
Volkswagen,Golf,2021,20602,6.0,395,3031,Gasoline,Automatic,4,4,93096
BMW,X5,2021,6529,3.0,215,3479,Hybrid,CVT,4,6,95167
Chevrolet,Equinox,2008,82713,3.5,274,4499,Gasoline,Automatic,4,4,50755
Nissan,Pathfinder,2008,31700,2.5,178,2854,Gasoline,Automatic,4,8,41999
Mercedes,GLC,2011,80011,1.5,76,3944,Gasoline,CVT,4,6,49396
BMW,5 Series,2013,60449,1.5,93,4670,Hybrid,Automatic,4,4,63255
Ford,Escape,2015,83895,5.0,302,3828,Gasoline,Manual,4,4,73455
Toyota,RAV4,2014,39006,6.0,405,4202,Diesel,CVT,4,4,87388
Honda,Civic,2020,31497,6.0,402,4587,Hybrid,Automatic,4,6,101462
Toyota,4Runner,2022,75336,3.0,193,3430,Gasoline,Automatic,4,6,62986
Volkswagen,Tiguan,2023,84689,4.0,273,3119,Hybrid,Automatic,4,4,90828
Honda,Pilot,2015,65304,4.0,255,2622,Hybrid,Automatic,4,4,71756
Chevrolet,Tahoe,2010,23371,2.0,146,3173,Gasoline,CVT,4,6,41088
Audi,Q5,2012,75651,2.5,227,4120,Gasoline,Automatic,4,6,56266
Ford,F-150,2022,67362,4.0,324,3577,Electric,Automatic,4,4,89553
Hyundai,Santa Fe,2016,105260,2.5,217,3652,Gasoline,Automatic,4,4,53836
Hyundai,Tucson,2020,69783,1.5,90,3689,Gasoline,Automatic,4,6,52777
BMW,X3,2011,100,4.0,268,3225,Gasoline,Automatic,4,6,75342
Honda,Pilot,2005,110474,4.0,259,4983,Hybrid,Automatic,4,4,49379
Audi,Q5,2019,20967,3.0,227,4347,Hybrid,Automatic,4,6,87215
Honda,CR-V,2016,67091,1.5,79,3370,Hybrid,Automatic,4,4,43418
Honda,CR-V,2014,56753,3.5,271,3697,Hybrid,Automatic,4,6,69237
Nissan,Sentra,2022,140431,2.0,175,3818,Gasoline,Automatic,4,4,51350
Honda,CR-V,2010,9491,4.0,269,5003,Gasoline,Automatic,4,4,60181
Nissan,Rogue,2007,88174,3.0,200,3853,Gasoline,Automatic,4,8,43163
Audi,A6,2011,65369,3.5,272,5049,Gasoline,Automatic,4,4,68339
Chevrolet,Tahoe,2015,89036,3.5,303,3978,Diesel,Automatic,4,4,60426
Volkswagen,Atlas,2011,62152,4.0,269,4798,Hybrid,CVT,4,8,68370
Ford,Explorer,2024,59122,1.5,183,3695,Diesel,Automatic,4,6,61865
Hyundai,Tucson,2015,27105,2.0,171,3880,Gasoline,Automatic,4,8,52133
Chevrolet,Malibu,2019,38012,3.5,294,2689,Gasoline,CVT,4,6,73706
Toyota,Tacoma,2011,5671,2.5,140,4215,Hybrid,Automatic,4,4,49352
Volkswagen,Tiguan,2015,72111,6.0,367,3392,Gasoline,Automatic,4,4,79428
Mercedes,GLE,2005,34061,3.0,260,4504,Gasoline,Automatic,4,6,53663
Toyota,RAV4,2017,126834,2.0,81,4334,Gasoline,Manual,4,4,44649
Toyota,Highlander,2008,65336,4.0,310,2657,Diesel,Automatic,4,6,57133
Volkswagen,Tiguan,2009,28777,5.0,327,3958,Gasoline,Automatic,4,6,66901
Hyundai,Santa Fe,2005,40383,3.0,209,3370,Diesel,Automatic,4,4,36247
Mercedes,C-Class,2005,101880,2.0,174,3206,Gasoline,Automatic,4,4,35361
BMW,3 Series,2008,77358,5.0,381,2717,Gasoline,Manual,2,6,73927
Hyundai,Tucson,2022,36197,6.0,398,3943,Gasoline,Automatic,4,4,109333
Mercedes,C-Class,2008,81461,2.5,225,4455,Electric,Automatic,4,4,66657
Honda,CR-V,2008,117561,5.0,342,3614,Gasoline,CVT,4,4,62831
Hyundai,Santa Fe,2009,100,6.0,500,4807,Gasoline,Automatic,4,6,82913
BMW,X3,2022,24346,5.0,402,4662,Diesel,Automatic,4,4,101158
Honda,CR-V,2020,52940,3.0,202,3743,Hybrid,Automatic,4,4,74105
Toyota,Tacoma,2014,8118,2.5,197,3745,Gasoline,Automatic,4,4,51210
Mercedes,E-Class,2016,67951,6.0,492,2959,Gasoline,Automatic,4,4,104681
BMW,X3,2024,75148,6.0,396,4003,Gasoline,Automatic,4,4,108794
Nissan,Sentra,2022,64849,4.0,227,4334,Diesel,Automatic,2,4,74258
Nissan,Rogue,2008,25528,3.5,216,3823,Hybrid,Automatic,4,6,57959
Mercedes,C-Class,2007,53027,1.5,92,2898,Hybrid,Automatic,4,6,50583
Chevrolet,Tahoe,2020,92606,2.0,198,3215,Diesel,CVT,2,4,59306
Audi,Q7,2014,36932,4.0,273,1937,Hybrid,Automatic,2,4,86217
Hyundai,Tucson,2013,27579,3.0,237,4357,Gasoline,Manual,4,4,56661
Volkswagen,Atlas,2011,104501,4.0,245,2509,Gasoline,Automatic,4,6,54854
Chevrolet,Tahoe,2005,99603,2.0,168,3600,Hybrid,Manual,4,6,39820
Nissan,Altima,2021,61336,2.5,251,3460,Gasoline,Automatic,4,6,66604
Chevrolet,Tahoe,2015,99647,3.5,306,3995,Gasoline,CVT,4,4,65235
Mercedes,C-Class,2005,35941,5.0,387,3385,Gasoline,Automatic,4,6,69966
Toyota,Highlander,2018,57600,2.5,242,3430,Gasoline,Automatic,4,6,61804
BMW,5 Series,2010,119809,3.0,220,5217,Gasoline,Automatic,4,6,59761
Volkswagen,Golf,2008,61513,6.0,378,3227,Gasoline,Automatic,4,4,73896
Chevrolet,Silverado,2005,105039,5.0,338,4093,Diesel,Automatic,4,6,56249
Nissan,Altima,2011,23963,4.0,206,3844,Diesel,Automatic,4,4,55470
Nissan,Sentra,2008,73899,3.5,304,3570,Gasoline,Automatic,4,4,46830
BMW,X5,2009,96652,2.0,123,2106,Gasoline,Automatic,4,8,49273
Audi,Q7,2010,82012,2.0,137,4437,Gasoline,Automatic,4,4,47186
BMW,X5,2013,119686,3.0,204,4004,Diesel,Automatic,4,4,61280
Nissan,Rogue,2021,85632,6.0,348,3933,Gasoline,Automatic,4,4,92789
BMW,X5,2010,30748,4.0,295,4094,Gasoline,CVT,4,4,78537
Toyota,Tacoma,2015,33668,2.0,200,2907,Gasoline,Automatic,4,6,54616
Chevrolet,Equinox,2019,68523,2.5,222,2899,Gasoline,Automatic,4,6,58697
BMW,3 Series,2012,65138,5.0,418,1987,Gasoline,Automatic,4,4,88233
Ford,Ranger,2013,58475,1.5,130,5409,Diesel,Automatic,4,4,41964
Volkswagen,Jetta,2011,115296,5.0,344,3715,Gasoline,Automatic,4,4,72415
Chevrolet,Equinox,2012,75917,5.0,332,2498,Diesel,Automatic,4,4,77092
Volkswagen,Tiguan,2021,63098,3.5,312,2286,Hybrid,Automatic,4,4,80384
Chevrolet,Equinox,2008,123616,1.5,114,3896,Hybrid,Manual,4,4,31553
Toyota,Tacoma,2016,94125,5.0,344,3913,Hybrid,Manual,4,6,76795
Audi,Q7,2014,80516,4.0,382,3533,Gasoline,Automatic,4,4,75133
Honda,Accord,2018,25580,2.5,237,2337,Gasoline,Automatic,2,4,60315
Chevrolet,Silverado,2006,77852,4.0,266,4499,Gasoline,Automatic,4,6,46947
Ford,F-150,2006,96577,3.5,262,3518,Gasoline,Automatic,4,4,36000
Chevrolet,Equinox,2017,34835,3.0,250,3108,Electric,Automatic,4,6,71738
Hyundai,Elantra,2015,15625,1.5,189,3273,Gasoline,Automatic,4,8,49399
BMW,X5,2021,45917,3.5,249,3178,Gasoline,Automatic,4,8,95275
Chevrolet,Silverado,2011,48259,5.0,349,3091,Gasoline,CVT,4,6,75658
Nissan,Altima,2011,244,1.5,155,3274,Gasoline,Automatic,4,4,48070
Nissan,Altima,2013,121957,5.0,377,3351,Gasoline,Automatic,4,4,63699
BMW,X5,2011,94147,3.5,268,3921,Gasoline,Automatic,2,8,66789
Chevrolet,Silverado,2012,56601,3.0,200,4083,Gasoline,Automatic,4,6,54247
Audi,Q5,2007,62140,3.5,285,3079,Diesel,Automatic,4,4,64188
Ford,Mustang,2009,45428,4.0,246,3831,Hybrid,Manual,4,4,63049
Volkswagen,Jetta,2019,61882,6.0,412,4804,Hybrid,CVT,2,6,102655
Honda,HR-V,2017,43635,3.0,269,3567,Gasoline,Automatic,4,8,61495
Honda,Civic,2011,66803,2.5,198,4067,Gasoline,Automatic,4,6,42823
Volkswagen,Tiguan,2021,46938,3.5,253,3426,Gasoline,Automatic,4,6,73391
Ford,Explorer,2011,91861,1.5,233,2941,Gasoline,Automatic,4,4,39676
Hyundai,Santa Fe,2011,94130,2.5,197,2757,Gasoline,Manual,4,8,44037
Chevrolet,Tahoe,2016,95028,2.0,134,4260,Gasoline,Automatic,4,4,49618
Chevrolet,Tahoe,2011,54899,2.0,75,3418,Gasoline,Automatic,4,4,35881
Mercedes,GLC,2017,146189,2.5,202,3530,Gasoline,Automatic,4,6,66458
Chevrolet,Malibu,2013,127140,3.0,210,4372,Gasoline,CVT,2,6,48286
Mercedes,GLC,2021,54051,6.0,407,2935,Gasoline,Automatic,4,4,109796
Ford,Explorer,2018,49039,5.0,333,3410,Gasoline,Automatic,4,8,78914
Toyota,Corolla,2006,100422,4.0,244,3675,Electric,Automatic,4,6,55609
Hyundai,Elantra,2023,57293,6.0,443,3749,Gasoline,Automatic,4,6,106545
Toyota,Camry,2020,81551,2.5,194,3392,Gasoline,Automatic,2,4,56914
Hyundai,Sonata,2015,70446,3.5,295,3345,Gasoline,Automatic,4,4,58234
Volkswagen,Golf,2011,100,6.0,448,3359,Gasoline,Automatic,4,4,83414
Toyota,4Runner,2024,34887,2.0,98,2580,Hybrid,Manual,4,4,72824
Audi,Q7,2013,61962,5.0,309,3806,Gasoline,Automatic,4,4,84085
Audi,Q7,2007,75175,6.0,428,4152,Gasoline,Automatic,2,4,87966
Chevrolet,Silverado,2020,41956,5.0,279,2998,Hybrid,CVT,4,8,90483
Ford,F-150,2015,78155,5.0,401,3063,Gasoline,Automatic,4,4,72897
Toyota,RAV4,2007,63188,4.0,269,3567,Gasoline,Automatic,4,4,56732
Toyota,4Runner,2010,61051,6.0,384,3123,Gasoline,CVT,4,4,79184
Honda,Civic,2016,57209,2.0,143,3446,Gasoline,Automatic,4,4,49520
BMW,3 Series,2018,37811,2.0,192,3776,Hybrid,Automatic,2,8,78964
Audi,Q7,2012,55143,6.0,407,3367,Gasoline,Automatic,4,4,92484
Honda,Accord,2022,55171,4.0,263,3505,Gasoline,CVT,4,4,87531
